,sentence_id,article_id,article_text,published_time,sentiment,NER,topic_id,topic_representation
238,013-013,013,"From the perspective of the international order, the US is the most prominent representative of hegemonism, while China and Russia are actually defending the international order, fairness and justice.",2022-08-18,positive,"{'US': ('LOC', 1), 'China': ('LOC', 1), 'Russia': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
239,013-014,013,"Cui Heng, an assistant researcher at the Center for Russia Studies at China Normal University, believes that the strategic cooperation between China and Russia injects positive momentum into the international community. ",2022-08-18,positive,"{'Cui Heng': ('PER', 1), 'Center for Russia Studies': ('ORG', 1), 'China Normal University': ('ORG', 1), 'China': ('LOC', 1), 'Russia': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
240,013-015,013,"""When the US-led NATO bombed Yugoslavia more than 20 years ago, no force could restrain the hegemony of the US.",2022-08-18,negative,"{'US': ('MISC', 2), 'NATO': ('ORG', 1), 'Yugoslavia': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
241,013-016,013,Can the US still do this today?,2022-08-18,neutral,"{'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
242,013-017,013,Obviously not.,2022-08-18,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
243,013-018,013,"At the regional level, the coordination between China and Russia is a constructive force.",2022-08-18,neutral,"{'China': ('LOC', 1), 'Russia': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1814,013-019,013,Taking Afghanistan as an example.,2022-08-18,neutral,"{'Afghanistan': ('LOC', 1)}",3,"['afghanistan', 'afghan', 'karzai', 'pakistan', 'war', 'changes', 'afghans', 'nato', 'government', 'resources']"
244,013-020,013,"The US left a mess, but in the end it is China, Russia and other neighboring countries that are helping clean up the mess,"" said Cui, adding that those who twist China-Russia relations reflect their wretched purposes, short-sightedness as well as failure to understand that the continuous strengthening of this bilateral relationship serves for world peace and stability.",2022-08-18,positive,"{'US': ('LOC', 1), 'China': ('LOC', 2), 'Russia': ('LOC', 2), 'Cui': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
245,013-021,013,"Henry Kissinger, former US secretary of state, said in a recent interview with the Wall Street Journal that ""we are at the edge of war with Russia and China on issues which we partly created, without any concept of how this is going to end or what it's supposed to lead to.""",2022-08-18,negative,"{'Henry Kissinger': ('PER', 1), 'US': ('LOC', 1), 'Russia': ('LOC', 1), 'China': ('LOC', 1), 'Wall Street Journal': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
246,013-022,013,"Sadly, even though Kissinger's advice serves for US interests, the mainstream elites in the US who have slipped into the abyss of US political correctness won't heed such advice.",2022-08-18,negative,"{'Kissinger': ('PER', 1), 'US': ('LOC', 3)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
247,013-023,013,"If the US goes its own way to become enemies with China and Russia, it is isolating itself in the world.",2022-08-18,negative,"{'US': ('LOC', 1), 'China': ('LOC', 1), 'Russia': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1567,014-000,014,nan,2022-08-19,neutral,{},1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
248,015-000,015,It is difficult for a West journalist to report about China in an unbiased manner.,2022-08-19,negative,"{'West': ('MISC', 1), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
249,015-001,015,"The reasons for this are four fold: professional, ideological, geopolitical and - tying them all together - financial.",2022-08-19,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
250,015-002,015,International events coverage has changed massively in the UK in barely a generation.,2022-08-19,neutral,"{'UK': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
251,015-003,015,"Decades ago, I worked for a national newspaper which once boasted a correspondent in every capital city on Earth, and I was eventually left occupying the outpost most distant from its London HQ - a small provincial English town about 250 miles to the north.",2022-08-19,neutral,"{'Earth': ('LOC', 1), 'London': ('LOC', 1), 'English': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
252,015-004,015,"As all media similarly shrank their staff, they relied on fewer sources of information and so fostered a narrower worldview among their listeners, viewers and readers. ",2022-08-19,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
253,015-005,015,The nature of West reporting also has an impact.,2022-08-19,neutral,"{'West': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
254,015-006,015,"Newsgathering's predominant focus is not on the ordinary, but the extraordinary: a disaster or failure becomes news more readily than everyday life.",2022-08-19,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
255,015-007,015,"This media lens, and fewer staff to seek alternatives, normalizes the hearing of bad news from China.",2022-08-19,negative,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
256,015-008,015,"Reporters making innumerable subjective judgements in the process of assembling a story they are supposed to tell objectively, are always at risk from unconscious bias.",2022-08-19,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
257,015-009,015,"But they can also be expected to parrot their employers' editorial line, and an unbalanced story can masquerade as an authentic piece of journalism.",2022-08-19,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
258,015-010,015,It can be more subtle than crudely distorting facts. ,2022-08-19,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
259,015-011,015,What is written can be less important than how it is written.,2022-08-19,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
260,015-012,015,What is included can be less important than what is left out.,2022-08-19,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
261,015-013,015,The choice of language and emphasis is key.,2022-08-19,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
262,015-014,015,"Coverage of China events can seem like a barrage of hypercritical rhetoric, not always contiguous with the facts.",2022-08-19,positive,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
263,015-015,015,"It can shape public opinion with loaded language like ""threat,"" ""challenge,"" or ""aggression.""",2022-08-19,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1254,015-016,015,"Demonstrations become ""riots,"" deradicalization programs become ""repression,"" schools become ""camps.",2022-08-19,negative,{},-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
264,015-017,015,"""Many media organizations, particularly in the UK and the US, also have a built-in news agenda which determines stories from China, good or bad, being told in a partisan way which reflects poorly on Beijing.",2022-08-19,negative,"{'UK': ('LOC', 1), 'US': ('LOC', 1), 'China': ('LOC', 1), 'Beijing': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
265,015-018,015,"The reasons for this are complex, but media ownership is critical to the way decisions are made.",2022-08-19,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
266,015-019,015,"Billionaires and conglomerates control the media in the UK and the US, a concentration of ownership which enables a wealthy elite to control the flow of information to people in an economic system in which the media are an integral part and which they need to protect. ",2022-08-19,positive,"{'UK': ('LOC', 1), 'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
267,015-020,015,"In 2021, 90 percent of UK's national newspapers were owned by three companies (including, obviously Rupert Murdoch's).",2022-08-19,neutral,"{'UK': ('LOC', 1), 'Rupert Murdoch': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
268,015-021,015,"This year, 90 percent of the US media is controlled by just six giant corporations whose executives similarly call the news shots.",2022-08-19,neutral,"{'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
269,015-022,015,"Right-wing think tanks such as the US government-funded National Endowment for Democracy produce ""research"" which feeds into the media machine, often repeated without challenge.",2022-08-19,negative,"{'US': ('MISC', 1), 'National Endowment for Democracy': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
270,015-023,015,"In this way, governments get column inches with a veneer of veracity as easily as buying advertising space.",2022-08-19,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
271,015-024,015,"By faithfully promoting a status quo which essentially serves the preservation of US hegemony (and where the US leads in foreign affairs, the UK almost invariably follows), the media are a powerful weapon in the projection of West foreign policy.",2022-08-19,positive,"{'US': ('LOC', 2), 'UK': ('LOC', 1), 'West': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1568,015-025,015,"They were used to encourage support for war in Afghanistan and Iraq, for deep military involvement in Ukraine and are now being mobilized to generate anti-China sentiment over Taiwan.  ",2022-08-19,positive,"{'Afghanistan': ('LOC', 1), 'Iraq': ('LOC', 1), 'Ukraine': ('LOC', 1), 'China': ('LOC', 1), 'Taiwan': ('LOC', 1), 'anti': ('MISC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
272,015-026,015,"Ideologically, West capitalism's most overriding concern is for self-preservation and it sees China's alternative system of governance as a challenge.",2022-08-19,positive,"{'West': ('MISC', 1), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
273,015-027,015,It believes that anything undermining the US global supremacy that US has always taken for granted must be confronted.,2022-08-19,negative,"{'US': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
274,015-028,015,China's extraordinary economic miracle which has lifted 800 million people out of poverty in a system of socialism with China characteristics is seen as a threat to neoliberal values.,2022-08-19,negative,"{'China': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
275,015-029,015,The West addresses this perceived threat with what it understands best: force.,2022-08-19,positive,"{'West': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
276,015-030,015,"This can be economic sanctions or tariffs, or military might, such as the ring of US military outposts which circle China like a noose, or a naval presence around China territorial waters.",2022-08-19,positive,"{'US': ('LOC', 1), 'China': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1728,015-031,015,"Most recently, there was the confected outrage over Taiwan triggered by Nancy Pelosi's provocative visit.",2022-08-19,negative,"{'Taiwan': ('LOC', 1), 'Nancy Pelosi': ('PER', 1)}",2,"['pelosi', 'visit', 'taiwan', 'nancy', 'philippines', 'asean', 'criticized', 'putin', 'francisco', 'san']"
