Model,Sentence,Sentiment,published_time
VADER,But the meeting was useful.,positive,2022-01-13
VADER,"And I think that, especially when tensions are high, it is even more important that we meet, and that all Allies and Russia meet and sit around the same table and address the issues that are of concern,"" he explained. ",negative,2022-01-13
VADER,"Asked about Russia's request for Ukraine not to become a member of NATO, Stoltenberg said: ""Allies totally agree that it is only Ukraine and 30 Allies that can decide when Ukraine is ready to become a NATO member.",positive,2022-01-13
VADER,"No one else has anything to say and of course Russia doesn't have a veto on whether Ukraine can become a NATO member.""",negative,2022-01-13
VADER,"On 12 January, the first meeting of the Russia-NATO Council since 2019 will take place in Brussels to discuss security guarantees in Europe.",positive,2022-01-12
VADER,Russian Ambassador to the United States Anatoly Antonov has called on the US to abandon aggressive rhetoric against Russia and move NATO forces away from the Russian borders.,negative,2022-01-12
VADER,"""It's time to abandon the aggressive rhetoric of foreign expansion and think about how future generations will live together.",negative,2022-01-12
VADER,"To do this, you need to do very little - respect your neighbour, avoid threats and move your military potential away from the Russian borders,"" Antonov said in a statement posted on the diplomatic mission's Facebook.",negative,2022-01-12
VADER,"The Russian ambassador has also noted that Moscow ""categorically"" rejects ""provocative statements"" by high-ranking US officials aimed at torpedoing the Russia-US negotiation process.",negative,2022-01-12
VADER,"""We will not allow developments that would undermine the independence and sovereignty of the Russian Federation,"" he said.",negative,2022-01-12
VADER,The Russian ambassador statement comes ahead of a Russia-NATO Council meeting on security guarantees that will take place later on Wednesday at the NATO headquarters in Brussels.,positive,2022-01-12
VADER,"On Monday, the Russian and American delegations led by Deputy Foreign Minister Sergey Ryabkov and Deputy Secretary of State Wendy Sherman, respectively, held closed consultations on Moscow's security proposals.",positive,2022-01-12
VADER,"In December, Russia presented draft agreements on security guarantees in Europe to the United States and NATO.",positive,2022-01-12
VADER,"These guarantees include legal obligations that NATO will refrain from advancing eastwards and accepting new members from the former Soviet Union, especially Ukraine and Georgia, as these have expressed their desire to join NATO, as well as to refrain from creating NATO military bases on the territories of former Soviet countries.",positive,2022-01-12
VADER,Another proposal is the non-deployment of short- and intermediate-range missiles in the region.,neutral,2022-01-12
VADER,"Ukrainian President Volodymyr Zelensky said that Kiev is willing to restart negotiations in the Normandy format to find the ways out of the conflict in Ukraine's eastern region of Donbas, the presidential press service said Tuesday.",negative,2022-01-12
VADER,"""It is time to agree in a substantive manner for ending the conflict, and we are ready for the necessary decisions during the new summit of the leaders of the four countries,"" Zelensky said during a meeting with political advisers to the heads of Normandy format countries.",positive,2022-01-12
VADER,"The foreign policy adviser to the German chancellor Jens Plotner, the diplomatic adviser to the president of France Emmanuel Bonne and the head of the Ukrainian President's Office Andriy Yermak participated in the meeting.",neutral,2022-01-12
VADER,"During the talks, Yermak reaffirmed that the Ukrainian side remains committed to the political and diplomatic settlement of the conflict, stressing the need for a complete ceasefire, the release of hostages and the opening of the crossing points in Donbas.",negative,2022-01-12
VADER,"Yermak, Plotner and Bonne agreed to continue contacts within the Normandy format at the level of advisers to agree on modalities for organizing the next summit of the Normandy Four leaders.",positive,2022-01-12
VADER,"At the summit of Germany, France, Russia and Ukraine, known as the Normandy Four, in Paris on December 9, 2019, the parties issued a joint declaration and agreed to meet four months later in Berlin in order to continue work on resolving the situation in eastern Ukraine.",positive,2022-01-12
VADER,"The declaration envisaged an updated demining plan, a cease-fire in the region by the end of the year and a separation of forces by the end of March 2020, a withdrawal of heavy weaponry from the demarcation line, a prisoner exchange and local elections, among other measures.",negative,2022-01-12
VADER,"The armed conflict in eastern Ukraine began in April 2014.It is claimed that more than 14,000 people have been killed and 40,000 wounded in the conflict.",negative,2022-01-12
VADER,"Worries about the risk of war in Ukraine have led to negotiations between Russia and the West, including the US, NATO, and the Organization for Security and Co-operation in Europe.",negative,2022-01-12
